strike	2021-09-02	2021-09-03	2021-09-07	2021-09-08	2021-09-09	2021-09-10	2021-09-13	2021-09-14	2021-09-15	2021-09-16
9000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9100	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9200	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9300	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9400	0.02	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
9500	0.03	0.02	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00
9525	0.03	0.02	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00
9550	0.03	0.02	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00
9575	0.04	0.02	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00
9600	0.04	0.02	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00
9625	0.04	0.03	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00
9650	0.05	0.03	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00
9675	0.05	0.03	0.01	0.00	0.00	0.02	0.00	0.00	0.00	0.00
9700	0.06	0.03	0.01	0.00	0.00	0.02	0.00	0.00	0.00	0.00
9725	0.06	0.04	0.01	0.00	0.00	0.02	0.00	0.00	0.00	0.00
9750	0.07	0.00	0.02	0.00	0.00	0.02	0.00	0.00	0.00	0.00
9775	0.07	0.04	0.02	0.00	0.00	0.02	0.00	0.00	0.00	0.00
9800	0.08	0.05	0.02	0.00	0.00	0.03	0.00	0.00	0.00	0.00
9825	0.09	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9850	0.09	0.00	0.02	0.00	0.00	0.03	0.00	0.00	0.00	0.00
9875	0.10	0.06	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9900	0.11	0.00	0.03	0.00	0.00	0.04	0.00	0.00	0.00	0.00
9925	0.12	0.07	0.03	0.00	0.00	0.04	0.00	0.00	0.00	0.00
9950	0.13	0.08	0.03	0.00	0.00	0.04	0.00	0.00	0.00	0.00
9975	0.14	0.08	0.04	0.00	0.00	0.05	0.00	0.00	0.00	0.00
10000	0.15	0.09	0.04	0.00	0.00	0.05	0.00	0.00	0.00	0.00
10025	0.16	0.00	0.04	0.00	0.00	0.06	0.00	0.00	0.00	0.00
10050	0.17	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10075	0.18	0.12	0.05	0.00	0.00	0.07	0.00	0.00	0.00	0.00
10100	0.20	0.13	0.06	0.00	0.00	0.07	0.00	0.00	0.00	0.00
10125	0.21	0.14	0.06	0.00	0.00	0.08	0.00	0.00	0.00	0.00
10150	0.23	0.15	0.07	0.00	0.00	0.09	0.00	0.00	0.00	0.00
10175	0.25	0.16	0.07	0.01	0.00	0.09	0.00	0.00	0.00	0.00
10200	0.26	0.17	0.08	0.01	0.00	0.10	0.00	0.00	0.00	0.00
10225	0.28	0.18	0.08	0.01	0.01	0.11	0.00	0.00	0.00	0.00
10250	0.30	0.20	0.09	0.01	0.01	0.12	0.00	0.00	0.00	0.00
10275	0.33	0.21	0.10	0.01	0.01	0.13	0.00	0.00	0.00	0.00
10300	0.35	0.23	0.11	0.01	0.01	0.14	0.00	0.00	0.00	0.00
10325	0.37	0.24	0.12	0.01	0.01	0.15	0.00	0.00	0.00	0.00
10350	0.40	0.26	0.13	0.01	0.01	0.16	0.00	0.00	0.00	0.00
10375	0.42	0.28	0.14	0.01	0.01	0.18	0.00	0.00	0.00	0.00
10400	0.45	0.30	0.15	0.01	0.01	0.19	0.00	0.00	0.00	0.00
10425	0.47	0.33	0.16	0.01	0.01	0.21	0.00	0.00	0.00	0.00
10450	0.50	0.35	0.17	0.02	0.01	0.22	0.00	0.00	0.00	0.00
10475	0.52	0.37	0.19	0.02	0.02	0.24	0.00	0.00	0.00	0.00
10500	0.55	0.40	0.20	0.02	0.02	0.26	0.00	0.00	0.00	0.00
10525	0.57	0.42	0.22	0.02	0.02	0.00	0.00	0.00	0.00	0.00
10550	0.60	0.45	0.23	0.02	0.02	0.30	0.00	0.00	0.00	0.00
10575	0.62	0.47	0.25	0.03	0.02	0.00	0.00	0.00	0.00	0.00
10600	0.65	0.50	0.27	0.03	0.03	0.35	0.00	0.00	0.00	0.00
10625	0.67	0.52	0.29	0.03	0.03	0.38	0.00	0.00	0.00	0.00
10650	0.70	0.55	0.31	0.04	0.03	0.00	0.00	0.00	0.00	0.00
10675	0.72	0.57	0.34	0.04	0.03	0.43	0.00	0.00	0.00	0.00
10700	0.75	0.60	0.36	0.04	0.04	0.00	0.00	0.00	0.00	0.00
10725	0.77	0.62	0.39	0.05	0.04	0.48	0.00	0.00	0.00	0.00
10750	0.80	0.65	0.41	0.05	0.05	1.00	0.00	0.00	0.00	0.00
10775	0.82	0.67	0.44	0.06	0.05	1.00	0.00	0.00	0.00	0.00
10800	0.85	0.70	0.46	0.06	0.06	0.55	0.00	0.00	0.00	0.00
10825	0.87	1.00	0.49	0.07	0.06	0.58	0.00	0.00	0.00	0.00
10850	0.90	0.75	0.51	0.08	0.07	0.60	0.00	0.00	0.00	0.00
10875	0.92	1.00	0.54	0.08	0.07	0.63	0.00	0.00	0.00	0.00
10900	0.95	0.80	0.57	0.09	0.08	0.65	0.00	0.00	0.00	0.00
10925	0.97	0.82	0.59	0.10	0.09	1.00	0.00	0.00	0.00	0.00
10950	1.00	1.00	0.62	0.11	0.10	0.70	0.00	0.00	0.00	0.00
10975	1.02	1.00	0.64	0.12	0.10	0.73	0.00	0.00	0.00	0.00
11000	1.05	1.00	0.67	0.13	0.11	0.75	0.00	0.00	0.00	0.00
11025	1.07	0.92	0.69	0.14	0.12	1.00	0.00	0.00	0.00	0.00
11050	1.10	0.95	0.72	0.15	0.14	0.80	0.00	0.00	0.00	0.00
11075	1.12	0.97	0.74	0.17	0.15	1.00	0.00	0.00	0.00	0.00
11100	1.15	1.00	0.77	0.18	0.16	0.85	0.00	0.00	0.00	0.00
11125	1.17	1.02	0.79	0.20	0.18	1.00	0.00	0.00	0.00	0.00
11150	1.20	1.05	0.82	0.21	0.19	0.90	0.00	0.00	0.00	0.00
11175	1.22	1.00	0.84	0.23	0.21	0.93	0.00	0.00	0.00	0.00
11200	1.25	1.10	0.87	0.25	0.23	1.00	0.00	0.00	0.00	0.00
11225	1.27	1.12	0.90	0.27	0.25	0.98	0.00	0.00	0.00	0.00
11250	1.30	1.15	0.92	0.29	0.27	1.00	0.00	0.00	0.00	0.00
11275	1.33	1.17	0.95	0.32	0.29	1.03	0.00	0.00	0.00	0.00
11300	1.35	1.00	0.97	0.34	0.31	1.00	0.01	0.00	0.00	0.00
11325	1.38	1.22	1.00	0.37	0.34	1.08	0.01	0.00	0.00	0.00
11350	1.40	1.25	1.02	0.39	0.37	1.10	0.01	0.00	0.00	0.00
11375	1.43	1.28	1.05	0.42	0.40	1.00	0.01	0.01	0.00	0.00
11400	1.46	1.30	1.07	0.45	0.43	1.15	0.01	0.01	0.00	0.00
11425	1.48	1.33	1.10	0.47	0.47	1.18	0.01	0.01	0.00	0.00
11450	1.51	1.35	1.12	0.50	0.50	1.20	0.01	0.01	0.00	0.00
11475	1.55	1.38	1.15	0.52	0.54	1.23	0.01	0.01	0.00	0.00
11500	1.59	1.41	1.18	0.55	0.58	1.25	0.02	0.01	0.00	0.00
11525	1.62	1.43	1.20	0.57	0.62	1.28	0.02	0.01	0.00	0.00
11550	1.67	1.46	1.23	0.60	0.66	1.30	0.02	0.01	0.00	0.00
11575	1.71	1.49	1.26	0.63	0.70	1.34	0.02	0.01	0.00	0.00
11600	1.76	1.51	1.28	0.65	0.74	1.38	0.02	0.02	0.00	0.00
11625	1.80	1.55	1.31	0.68	0.78	1.42	0.03	0.02	0.00	0.00
11650	1.85	1.58	1.34	0.70	0.82	1.46	0.03	0.02	0.00	0.00
11675	1.89	1.62	1.36	0.73	0.86	1.50	0.04	0.02	0.00	0.00
11700	1.94	1.65	1.40	0.75	0.90	1.54	0.04	0.03	0.00	0.00
11725	1.98	1.69	1.43	0.78	0.94	1.59	0.04	0.03	0.00	0.00
11750	2.03	1.72	1.46	0.81	0.97	1.63	0.05	0.03	0.00	0.00
11775	2.07	1.76	1.49	0.83	1.01	1.67	0.06	0.04	0.00	0.00
11800	2.12	1.80	1.52	0.86	1.05	1.71	0.06	0.04	0.00	0.00
11825	2.16	1.84	1.55	0.88	1.09	1.75	0.07	0.05	0.00	0.00
11850	2.21	1.88	1.59	0.91	1.13	1.79	0.08	0.06	0.00	0.00
11875	2.25	1.92	1.62	0.93	1.17	1.83	0.09	0.06	0.00	0.00
11900	2.30	1.97	1.66	0.96	1.21	1.87	0.10	0.07	0.00	0.00
11925	2.35	2.01	1.69	0.99	1.25	1.91	0.11	0.08	0.00	0.00
11950	2.39	2.06	1.73	1.01	1.29	1.95	0.12	0.09	0.00	0.00
11975	2.44	2.10	1.77	1.04	1.33	1.99	0.13	0.10	0.00	0.00
12000	2.49	2.15	1.81	1.06	1.37	2.03	0.15	0.11	0.00	0.00
12025	2.55	2.20	1.85	1.09	1.41	2.07	0.16	0.12	0.00	0.00
12050	2.61	2.25	1.89	1.12	1.45	2.13	0.18	0.13	0.00	0.00
12075	2.67	2.30	1.93	1.15	1.49	2.19	0.20	0.15	0.00	0.00
12100	2.73	2.35	1.97	1.18	1.54	2.25	0.22	0.17	0.00	0.00
12125	2.79	2.40	2.01	1.21	1.58	2.31	0.24	0.18	0.00	0.00
12150	2.85	2.46	2.05	1.25	1.62	2.37	0.27	0.20	0.00	0.00
12175	2.91	2.53	2.10	1.28	1.66	2.43	0.29	0.23	0.00	0.00
12200	2.97	2.59	2.15	1.31	1.71	2.49	0.33	0.25	0.00	0.00
12225	3.04	2.66	2.20	1.34	1.75	2.55	0.36	0.27	0.00	0.00
12250	3.10	2.73	2.25	1.38	1.79	2.61	0.39	0.30	0.00	0.00
12275	3.17	2.79	2.30	1.42	1.83	2.68	0.43	0.32	0.00	0.00
12300	3.23	2.86	2.35	1.45	1.88	2.74	0.47	0.35	0.00	0.00
12325	3.30	2.93	2.40	1.49	1.92	2.80	0.50	0.37	0.00	0.00
12350	3.36	3.00	2.45	1.53	1.96	2.86	0.54	0.40	0.00	0.00
12375	3.43	3.07	2.51	1.57	2.01	2.92	0.57	0.42	0.00	0.00
12400	3.51	3.14	2.57	1.61	2.05	2.98	0.61	0.45	0.00	0.00
12425	3.59	3.21	2.62	1.65	2.09	3.04	0.65	0.47	0.00	0.00
12450	3.68	3.29	2.68	1.69	2.13	3.10	0.68	0.50	0.00	0.00
12475	3.76	3.37	2.74	1.73	2.18	3.16	0.72	0.52	0.00	0.00
12500	3.84	3.45	2.79	1.78	2.23	3.23	0.75	0.55	0.00	0.00
12525	3.92	3.52	2.86	1.83	2.28	3.30	0.79	0.57	0.00	0.00
12550	4.01	3.61	2.92	1.88	2.33	3.37	0.83	0.60	0.00	0.00
12575	4.10	3.70	2.99	1.93	2.38	3.45	0.86	0.62	0.00	0.00
12600	4.19	3.79	3.06	1.98	2.42	3.52	0.90	0.65	0.00	0.00
12625	4.28	3.88	3.13	2.04	2.47	3.60	0.93	0.67	0.00	0.00
12650	4.37	3.97	3.20	2.09	2.52	3.69	0.97	0.70	0.00	0.00
12675	4.46	4.06	3.27	2.15	2.58	3.79	1.01	0.72	0.00	0.00
12700	4.55	4.15	3.34	2.20	2.64	3.88	1.04	0.75	0.00	0.00
12725	4.65	4.25	3.42	2.25	2.70	4.00	1.08	0.77	0.00	0.00
12750	4.77	4.35	3.49	2.31	2.76	4.07	1.12	0.80	0.00	0.00
12775	4.89	4.47	3.56	2.37	2.82	4.16	1.16	0.82	0.00	0.00
12800	5.00	4.59	3.64	2.43	2.89	4.26	1.20	0.85	0.01	0.00
12825	5.12	4.71	3.71	2.50	2.95	4.35	1.24	1.00	0.01	0.00
12850	5.24	4.83	3.80	2.57	3.01	4.45	1.28	1.00	0.01	0.00
12875	5.36	4.94	3.89	2.64	3.07	4.54	1.31	0.92	0.01	0.00
12900	5.47	5.06	3.98	2.72	3.13	4.63	1.35	0.95	0.01	0.00
12925	5.59	5.18	4.07	2.79	3.19	4.73	1.39	0.97	0.01	0.00
12950	5.71	5.30	4.16	2.86	3.25	4.82	1.43	1.00	0.01	0.00
12975	5.85	5.42	4.25	2.94	3.31	4.92	1.47	1.03	0.02	0.00
13000	5.99	5.55	4.35	3.01	3.37	5.01	1.51	1.05	0.02	0.00
13025	6.13	5.69	4.45	3.09	3.43	5.11	1.55	1.00	0.02	0.00
13050	6.27	5.83	4.55	3.17	3.50	5.20	1.59	1.00	0.03	0.00
13075	6.41	5.96	4.65	3.25	3.57	5.00	1.63	1.14	0.03	0.00
13100	6.55	6.10	4.75	3.33	3.63	5.41	1.68	1.17	0.04	0.00
13125	6.70	6.23	4.85	3.41	3.70	6.00	1.72	1.20	0.05	0.00
13150	6.85	6.39	4.95	3.50	3.79	5.67	1.78	1.23	0.05	0.00
13175	7.01	6.54	5.05	3.60	3.90	5.81	1.83	1.28	0.06	0.00
13200	7.18	6.70	5.15	3.70	4.01	6.00	1.90	1.32	0.07	0.00
13225	7.34	6.86	5.25	3.80	4.12	6.11	1.97	1.36	0.08	0.00
13250	7.51	7.01	5.36	3.90	4.23	6.00	2.04	1.40	0.10	0.00
13275	7.70	7.18	5.49	4.00	4.34	6.40	2.11	1.45	0.11	0.00
13300	7.90	7.35	5.61	4.11	4.45	6.56	2.18	1.49	0.13	0.00
13325	8.10	7.51	5.74	4.22	4.56	6.74	2.25	1.53	0.15	0.00
13350	8.30	7.69	5.86	4.33	4.66	7.00	2.33	1.57	0.17	0.00
13375	8.50	7.86	5.99	4.44	4.77	7.09	2.40	1.62	0.20	0.00
13400	8.70	8.00	6.11	4.55	4.88	7.26	2.48	1.66	0.23	0.00
13425	8.90	8.23	6.25	4.66	4.99	7.44	2.56	1.70	0.26	0.00
13450	9.11	8.41	6.39	4.77	5.10	8.00	2.64	1.75	0.28	0.00
13475	9.34	8.60	6.52	4.90	5.21	7.84	2.73	1.80	0.31	0.00
13500	9.57	8.80	6.67	5.03	5.32	8.00	2.82	1.85	0.34	0.00
13525	9.82	9.01	6.82	5.16	5.43	8.24	2.90	1.90	0.37	0.00
13550	10.07	9.23	6.97	5.31	5.54	8.44	2.99	1.95	0.39	0.00
13575	10.32	9.44	7.12	5.45	5.69	8.64	3.07	2.00	0.42	0.00
13600	10.57	9.65	7.29	5.59	5.85	8.84	3.16	2.06	0.45	0.00
13625	10.84	10.00	7.46	5.73	6.00	9.04	3.24	2.12	0.48	0.00
13650	11.10	10.10	7.63	5.87	6.16	9.24	3.33	2.19	0.50	0.00
13675	11.36	10.33	7.80	6.02	6.31	9.45	3.42	2.25	0.53	0.00
13700	11.65	10.56	7.97	6.19	6.47	9.65	3.50	2.31	0.56	0.00
13725	11.94	10.81	8.13	6.35	6.62	9.85	3.59	2.38	0.59	0.00
13750	12.22	11.07	8.30	6.52	6.77	10.05	3.67	2.44	0.61	0.01
13775	12.55	11.33	8.47	6.70	6.93	10.25	3.76	2.51	0.64	0.01
13800	12.87	11.60	8.65	6.87	7.09	10.46	3.85	2.59	0.67	0.01
13825	13.20	11.86	8.85	7.04	7.26	10.70	3.93	2.67	0.70	0.01
13850	13.52	12.13	9.05	7.22	7.42	10.93	4.02	2.74	0.72	0.01
13875	13.85	12.40	9.25	7.40	7.58	11.16	4.12	2.82	0.75	0.02
13900	14.20	12.70	9.45	7.60	7.77	11.40	4.23	2.90	0.78	0.02
13925	14.56	13.00	9.66	7.81	7.97	11.65	4.34	2.98	0.81	0.03
13950	14.93	13.30	9.88	8.03	8.16	11.91	4.45	3.07	0.83	0.04
13975	15.29	13.60	10.11	8.24	8.36	12.19	4.56	3.15	0.86	0.05
14000	15.66	13.93	10.35	8.45	8.55	12.46	4.67	3.25	0.89	0.06
14025	16.05	14.26	10.59	8.66	8.76	12.74	4.78	3.35	0.92	0.07
14050	16.46	14.60	10.82	8.90	9.00	13.01	4.90	3.45	0.94	0.09
14075	16.88	14.93	11.08	9.14	9.24	13.33	5.02	3.55	0.97	0.11
14100	17.31	15.27	11.33	9.37	9.48	13.66	5.14	3.66	1.00	0.14
14125	17.76	15.60	11.59	9.62	9.72	13.99	5.26	3.78	1.03	0.17
14150	18.23	15.96	11.86	9.87	9.96	14.32	5.37	3.89	1.05	0.20
14175	18.71	16.32	12.13	10.15	10.23	14.69	5.49	4.00	1.08	0.24
14200	19.20	16.70	12.40	10.43	10.49	15.06	5.65	4.11	1.11	0.28
14225	19.70	17.10	12.71	10.71	10.76	15.43	5.82	4.25	1.14	0.32
14250	20.20	17.51	13.05	11.00	11.05	15.80	5.99	4.38	1.16	0.35
14275	20.71	17.94	13.39	11.30	11.35	16.18	6.16	4.51	1.19	0.39
14300	21.29	18.36	13.73	11.60	11.66	16.55	6.33	4.65	1.22	0.43
14325	21.86	18.84	14.07	11.90	12.00	16.92	6.50	4.78	1.25	0.47
14350	22.44	19.00	14.44	12.23	12.34	17.29	6.67	4.93	1.27	0.50
14375	23.01	20.00	14.80	12.57	12.69	17.66	6.84	5.07	1.30	0.54
14400	23.65	20.30	15.20	12.92	13.04	18.03	7.03	5.22	1.33	0.58
14425	24.30	20.80	15.60	13.27	13.40	18.40	7.22	5.00	1.36	0.62
14450	25.00	21.35	16.00	13.61	13.80	18.77	7.41	5.54	1.38	0.65
14475	25.70	21.90	16.40	14.00	14.20	19.14	7.60	5.71	1.41	0.70
14500	26.46	22.50	16.85	14.40	14.62	19.51	7.81	5.90	1.45	0.75
14525	27.23	23.10	17.31	14.80	15.11	20.03	8.15	6.10	1.49	0.80
14550	28.01	23.75	17.79	15.20	15.59	20.70	8.49	6.30	1.53	0.85
14575	28.80	24.40	18.26	15.65	16.08	21.37	8.83	6.50	1.57	0.90
14600	29.62	25.05	18.78	16.10	16.57	22.04	9.17	6.75	1.61	0.97
14625	30.57	25.75	19.31	16.55	17.06	22.71	9.52	7.00	1.66	1.03
14650	31.53	26.50	19.85	17.05	17.65	23.38	9.86	7.00	1.70	1.10
14675	32.58	27.30	20.45	17.60	18.28	24.07	10.30	7.55	1.74	1.18
14700	33.62	28.10	21.06	18.15	18.99	25.04	10.77	7.85	1.79	1.25
14725	34.79	29.00	21.69	18.75	20.00	26.01	11.27	8.20	1.85	1.35
14750	35.96	29.90	22.31	19.35	20.41	26.98	11.77	8.60	1.92	1.44
14775	37.21	30.80	23.04	20.01	21.13	28.05	12.31	9.00	1.98	1.54
14800	38.51	31.75	23.76	20.70	21.90	29.13	12.84	9.45	2.05	1.67
14810	39.02	32.18	24.05	20.98	22.23	29.61	13.21	9.65	2.08	1.72
14820	39.54	32.60	24.37	21.25	22.60	30.20	13.57	9.85	2.11	1.77
14825	39.83	32.82	24.54	21.39	22.79	30.49	13.76	9.96	2.12	1.80
14830	40.12	33.03	24.70	21.53	22.97	30.79	13.94	10.08	2.13	1.83
14840	40.69	33.46	25.03	21.85	23.34	31.38	14.31	10.30	2.16	1.88
14850	41.26	33.88	25.37	22.18	23.71	31.97	14.67	10.53	2.20	1.93
14860	41.86	34.32	25.71	22.51	24.08	32.56	15.04	10.79	2.24	1.98
14870	42.45	34.76	26.06	22.84	24.53	33.25	15.41	11.06	2.28	2.04
14875	42.75	34.98	26.23	23.00	24.75	33.60	15.59	11.20	2.30	2.06
14880	43.05	35.22	26.41	23.17	24.98	33.95	15.77	11.33	2.33	2.09
14890	43.71	35.71	26.78	23.52	25.42	34.65	16.17	11.60	2.37	2.14
14900	44.37	36.20	27.16	23.87	25.88	35.35	16.57	11.90	2.41	2.20
14910	45.03	36.70	27.55	24.25	26.33	36.05	17.05	12.25	2.45	2.25
14920	45.69	37.20	27.95	24.65	26.78	36.74	17.53	12.59	2.51	2.30
14925	46.02	37.45	28.15	24.85	27.02	37.12	17.78	12.76	2.54	2.33
14930	46.35	37.70	28.35	25.05	27.26	37.50	18.03	12.95	2.57	2.36
14940	47.05	38.22	28.75	25.45	27.73	38.26	18.55	13.35	2.62	2.41
14950	47.80	38.77	29.15	25.85	28.25	39.05	19.06	13.74	2.68	2.46
14960	48.55	39.32	29.60	26.25	28.80	39.90	19.65	14.18	2.74	2.51
14970	49.30	39.88	30.06	26.67	29.40	40.79	20.24	14.63	2.80	2.57
14975	49.70	40.16	30.29	26.90	29.69	41.24	20.53	14.85	2.83	2.59
14980	50.11	40.44	30.51	27.13	29.99	41.69	20.83	15.07	2.86	2.62
14990	50.93	41.00	30.99	27.59	30.59	42.60	21.44	15.51	2.91	2.67
15000	51.74	41.60	31.46	28.06	31.18	43.55	22.05	16.06	2.97	2.73
15010	52.56	42.20	31.95	28.56	31.78	44.55	22.75	16.66	3.03	2.78
15020	53.42	42.86	32.46	29.08	32.37	45.55	23.51	17.25	3.09	2.83
15025	53.85	43.19	32.72	29.34	32.70	46.10	23.88	17.55	3.12	2.86
15030	54.28	43.51	32.97	29.60	33.05	46.66	24.26	17.84	3.15	2.88
15040	55.00	44.17	33.50	30.13	33.75	47.78	25.05	18.50	3.20	2.94
15050	56.10	44.82	34.06	30.69	34.45	48.91	25.85	19.20	3.26	2.99
15060	57.01	45.50	34.64	31.26	35.22	50.05	26.71	19.95	3.32	3.04
15070	58.00	46.20	35.22	31.83	36.03	51.20	27.58	20.70	3.46	3.10
15075	58.50	46.56	35.53	32.12	36.00	51.80	28.01	21.17	3.53	3.12
15080	59.00	46.94	35.85	32.44	36.83	52.45	28.50	21.64	3.60	3.15
15090	60.01	47.71	36.50	33.08	37.64	53.75	29.50	22.58	3.74	3.20
15100	61.08	48.49	37.16	33.72	38.45	55.10	30.50	23.51	3.88	3.26
15110	62.16	49.27	37.83	34.39	39.34	56.45	31.60	24.50	4.03	3.31
15120	63.23	50.07	38.50	35.07	40.24	57.85	32.70	25.54	4.17	3.36
15125	63.77	50.46	38.85	35.42	40.69	58.55	33.26	26.06	4.24	3.39
15130	64.35	50.86	39.22	35.78	41.13	59.25	33.89	26.66	4.31	3.41
15140	65.50	51.70	39.97	36.52	42.10	60.65	35.15	27.94	4.45	3.47
15150	66.70	52.60	40.72	37.26	43.07	62.25	36.45	29.22	4.65	3.52
15160	68.00	53.51	41.52	38.05	44.05	63.86	37.80	30.53	4.85	3.57
15170	69.19	54.43	42.32	38.86	45.02	65.54	39.20	31.85	5.05	3.63
15175	69.81	54.90	42.72	39.28	46.00	66.39	39.91	32.51	5.15	3.65
15180	70.45	55.36	43.12	39.71	46.16	67.23	40.65	33.30	5.25	3.68
15190	71.75	56.35	43.92	40.60	47.34	68.99	42.14	34.90	5.50	3.73
15200	73.05	57.35	44.76	41.50	48.52	70.84	43.62	36.50	5.75	3.78
15210	74.41	58.35	45.65	42.40	49.75	72.69	45.27	38.25	6.00	3.84
15220	75.83	59.41	46.54	43.34	50.97	74.61	46.91	39.99	6.34	3.89
15225	76.55	59.93	46.99	43.81	52.00	75.61	47.75	40.86	6.51	3.92
15230	77.26	60.46	47.44	44.30	52.21	76.61	48.60	41.85	6.70	3.94
15240	78.75	61.57	48.33	45.30	53.47	78.64	50.50	43.85	7.10	4.00
15250	80.25	62.72	49.34	46.40	55.00	80.81	52.40	45.97	7.50	4.05
15260	82.00	63.87	50.35	47.50	56.13	82.99	54.40	48.11	7.90	4.10
15270	83.41	65.06	51.47	48.61	57.66	85.32	56.45	50.26	8.40	4.16
15275	84.22	65.68	52.03	49.18	58.42	86.48	57.50	51.53	8.70	4.18
15280	85.02	66.31	52.59	49.76	59.19	87.65	58.60	52.81	9.00	4.21
15290	86.70	67.55	53.72	50.98	60.72	90.03	60.85	55.37	9.65	4.26
15300	88.40	68.86	54.84	52.20	62.25	92.60	63.15	57.93	10.35	4.31
15310	90.15	70.23	55.96	53.42	63.95	95.17	65.55	60.88	11.06	4.41
15320	91.95	71.61	57.17	54.74	65.65	97.83	68.05	63.84	11.93	4.51
15325	92.86	72.31	57.82	55.40	66.54	99.19	69.36	65.32	12.36	4.56
15330	93.79	73.03	58.47	56.06	67.46	100.55	70.73	66.80	12.85	4.64
